3761.00000,2.00000,-0.00100,0.01000
3768.00000,2.00000,-0.18500,0.01000
3789.00000,2.00000,-0.18500,0.01000
3811.00000,2.00000,-0.20500,0.01000
3827.00000,2.00000,-0.21500,0.01000
3845.00000,2.00000,-0.22500,0.01000
3861.00000,2.00000,-0.23500,0.01000
3877.00000,2.00000,-0.23500,0.01000
3894.00000,2.00000,-0.22500,0.01000
3912.00000,2.00000,-0.21500,0.01000
3927.00000,2.00000,-0.21500,0.01000
3944.00000,2.00000,-0.21500,0.01000
3961.00000,2.00000,-0.21500,0.01000
3977.00000,2.00000,-0.21500,0.01000
3994.00000,2.00000,-0.21500,0.01000
4011.00000,2.00000,-0.21500,0.01000
4027.00000,2.00000,-0.21500,0.01000
4044.00000,2.00000,-0.21500,0.01000
4060.00000,2.00000,-0.21500,0.01000
4078.00000,2.00000,-0.21500,0.01000
4093.00000,2.00000,-0.21500,0.01000
4111.00000,2.00000,-0.21500,0.01000
4128.00000,2.00000,-0.21500,0.01000
4144.00000,2.00000,-0.21500,0.01000
4160.00000,2.00000,-0.21500,0.01000
4177.00000,2.00000,-0.21500,0.01000
4196.00000,2.00000,-0.22500,0.01000
4212.00000,2.00000,-0.24500,0.01000
4228.00000,2.00000,-0.27500,0.01000
4244.00000,2.00000,-0.31500,0.01000
4261.00000,2.00000,-0.36500,0.01000
4278.00000,2.00000,-0.41500,0.01000
4294.00000,2.00000,-0.47500,0.01000
4311.00000,2.00000,-0.52500,0.01000
4327.00000,2.00000,-0.57500,0.01000
4344.00000,2.00000,-0.61500,0.01000
4361.00000,2.00000,-0.64500,0.01000
4378.00000,2.00000,-0.68500,0.01000
4395.00000,2.00000,-0.74500,0.01000
4412.00000,2.00000,-0.80500,0.01000
4428.00000,2.00000,-0.86500,0.01000
4445.00000,2.00000,-0.92500,0.01000
4461.00000,2.00000,-0.99500,0.01000
4478.00000,2.00000,-1.05500,0.01000
4495.00000,2.00000,-1.11500,0.01000
4511.00000,2.00000,-1.17500,0.01000
4528.00000,2.00000,-1.23500,0.01000
4545.00000,2.00000,-1.28500,0.01000
4562.00000,2.00000,-1.33500,0.01000
4578.00000,2.00000,-1.38500,0.01000
4595.00000,2.00000,-1.43500,0.01000
4611.00000,2.00000,-1.48500,0.01000
4627.00000,2.00000,-1.53500,0.01000
4645.00000,2.00000,-1.59500,0.01000
4662.00000,2.00000,-1.64500,0.01000
4678.00000,2.00000,-1.69500,0.01000
4695.00000,2.00000,-1.73500,0.01000
4712.00000,2.00000,-1.76500,0.01000
4729.00000,2.00000,-1.77500,0.01000
4745.00000,2.00000,-1.78500,0.01000
4762.00000,2.00000,-1.80500,0.01000
4779.00000,2.00000,-1.80500,0.01000
4795.00000,2.00000,-1.80500,0.01000
4811.00000,2.00000,-1.81500,0.01000
4829.00000,2.00000,-1.82500,0.01000
4846.00000,2.00000,-1.83500,0.01000
4862.00000,2.00000,-1.84500,0.01000
4878.00000,2.00000,-1.85500,0.01000
4896.00000,2.00000,-1.87500,0.01000
4913.00000,2.00000,-1.89500,0.01000
4930.00000,2.00000,-1.89500,0.01000
4944.00000,2.00000,-1.91500,0.01000
4963.00000,2.00000,-1.93500,0.01000
4979.00000,2.00000,-1.94500,0.01000
4995.00000,2.00000,-1.96500,0.01000
5012.00000,2.00000,-1.98500,0.01000
5028.00000,2.00000,-2.00500,0.01000
5046.00000,2.00000,-2.03500,0.01000
5062.00000,2.00000,-2.05500,0.01000
5079.00000,2.00000,-2.06500,0.01000
5095.00000,2.00000,-2.07500,0.01000
5112.00000,2.00000,-2.08500,0.01000
5129.00000,2.00000,-2.10500,0.01000
5145.00000,2.00000,-2.12500,0.01000
5163.00000,2.00000,-2.14500,0.01000
5180.00000,2.00000,-2.16500,0.01000
5195.00000,2.00000,-2.16500,0.01000
5212.00000,2.00000,-2.18500,0.01000
5229.00000,2.00000,-2.20500,0.01000
5245.00000,2.00000,-2.21500,0.01000
5262.00000,2.00000,-2.24500,0.01000
5280.00000,2.00000,-2.25500,0.01000
5296.00000,2.00000,-2.26500,0.01000
5313.00000,2.00000,-2.26500,0.01000
5328.00000,2.00000,-2.26500,0.01000
5346.00000,2.00000,-2.26500,0.01000
5363.00000,2.00000,-2.27500,0.01000
5380.00000,2.00000,-2.29500,0.01000
5396.00000,2.00000,-2.33500,0.01000
5412.00000,2.00000,-2.36500,0.01000
5429.00000,2.00000,-2.38500,0.01000
5446.00000,2.00000,-2.40500,0.01000
5462.00000,2.00000,-2.42500,0.01000
5479.00000,2.00000,-2.44500,0.01000
5496.00000,2.00000,-2.46500,0.01000
5512.00000,2.00000,-2.48500,0.01000
5528.00000,2.00000,-2.48500,0.01000
5546.00000,2.00000,-2.48500,0.01000
5563.00000,2.00000,-2.48500,0.01000
5578.00000,2.00000,-2.48500,0.01000
5596.00000,2.00000,-2.48500,0.01000
5613.00000,2.00000,-2.48500,0.01000
5630.00000,2.00000,-2.48500,0.01000
5646.00000,2.00000,-2.48500,0.01000
5663.00000,2.00000,-2.48500,0.01000
5680.00000,2.00000,-2.48500,0.01000
5696.00000,2.00000,-2.48500,0.01000
5713.00000,2.00000,-2.48500,0.01000
5729.00000,2.00000,-2.48500,0.01000
5746.00000,2.00000,-2.48500,0.01000
5763.00000,2.00000,-2.48500,0.01000
5793.00000,-2.00000,-2.48500,0.01000
5802.00000,-2.00000,-2.48500,0.01000
5813.00000,-2.00000,-2.48500,0.01000
5830.00000,-2.00000,-2.48500,0.01000
5846.00000,-2.00000,-2.48500,0.01000
5862.00000,-2.00000,-2.48500,0.01000
5880.00000,-2.00000,-2.48500,0.01000
5896.00000,-2.00000,-2.48500,0.01000
5913.00000,-2.00000,-2.48500,0.01000
5928.00000,-2.00000,-2.48500,0.01000
5946.00000,-2.00000,-2.48500,0.01000
5963.00000,-2.00000,-2.48500,0.01000
5979.00000,-2.00000,-2.48500,0.01000
5996.00000,-2.00000,-2.48500,0.01000
6013.00000,-2.00000,-2.48500,0.01000
6030.00000,-2.00000,-2.48500,0.01000
6046.00000,-2.00000,-2.48500,0.01000
6062.00000,-2.00000,-2.48500,0.01000
6080.00000,-2.00000,-2.48500,0.01000
6097.00000,-2.00000,-2.48500,0.01000
6112.00000,-2.00000,-2.48500,0.01000
6129.00000,-2.00000,-2.48500,0.01000
6147.00000,-2.00000,-2.48500,0.01000
6163.00000,-2.00000,-2.47500,0.01000
6180.00000,-2.00000,-2.43500,0.01000
6197.00000,-2.00000,-2.39500,0.01000
6213.00000,-2.00000,-2.36500,0.01000
6229.00000,-2.00000,-2.32500,0.01000
6246.00000,-2.00000,-2.28500,0.01000
6262.00000,-2.00000,-2.22500,0.01000
6280.00000,-2.00000,-2.13500,0.01000
6296.00000,-2.00000,-2.03500,0.01000
6313.00000,-2.00000,-1.92500,0.01000
6330.00000,-2.00000,-1.80500,0.01000
6346.00000,-2.00000,-1.69500,0.01000
6363.00000,-2.00000,-1.60500,0.01000
6380.00000,-2.00000,-1.53500,0.01000
6397.00000,-2.00000,-1.45500,0.01000
6413.00000,-2.00000,-1.37500,0.01000
6430.00000,-2.00000,-1.28500,0.01000
6446.00000,-2.00000,-1.19500,0.01000
6463.00000,-2.00000,-1.09500,0.01000
6480.00000,-2.00000,-0.98500,0.01000
6497.00000,-2.00000,-0.89500,0.01000
6513.00000,-2.00000,-0.81500,0.01000
6530.00000,-2.00000,-0.73500,0.01000
6546.00000,-2.00000,-0.66500,0.01000
6563.00000,-2.00000,-0.60500,0.01000
6579.00000,-2.00000,-0.56500,0.01000
6596.00000,-2.00000,-0.51500,0.01000
6613.00000,-2.00000,-0.45500,0.01000
6630.00000,-2.00000,-0.37500,0.01000
6647.00000,-2.00000,-0.28500,0.01000
6663.00000,-2.00000,-0.20500,0.01000
6681.00000,-2.00000,-0.12500,0.01000
6697.00000,-2.00000,-0.02500,0.01000
6713.00000,-2.00000,0.08500,0.01000
6730.00000,-2.00000,0.17500,0.01000
6747.00000,-2.00000,0.27500,0.01000
6763.00000,-2.00000,0.39500,0.01000
6780.00000,-2.00000,0.50500,0.01000
6797.00000,-2.00000,0.62500,0.01000
6813.00000,-2.00000,0.74500,0.01000
6831.00000,-2.00000,0.80500,0.01000
6848.00000,-2.00000,0.84500,0.01000
6864.00000,-2.00000,0.87500,0.01000
6880.00000,-2.00000,0.88500,0.01000
6897.00000,-2.00000,0.88500,0.01000
6913.00000,-2.00000,0.89500,0.01000
6930.00000,-2.00000,0.92500,0.01000
6946.00000,-2.00000,0.95500,0.01000
6963.00000,-2.00000,1.01500,0.01000
6980.00000,-2.00000,1.07500,0.01000
6997.00000,-2.00000,1.15500,0.01000
7013.00000,-2.00000,1.24500,0.01000
7030.00000,-2.00000,1.34500,0.01000
7047.00000,-2.00000,1.45500,0.01000
7063.00000,-2.00000,1.64500,0.01000
7080.00000,-2.00000,1.82500,0.01000
7097.00000,-2.00000,1.94500,0.01000
7114.00000,-2.00000,2.03500,0.01000
7130.00000,-2.00000,2.08500,0.01000
7147.00000,-2.00000,2.11500,0.01000
7164.00000,-2.00000,2.13500,0.01000
7181.00000,-2.00000,2.15500,0.01000
7198.00000,-2.00000,2.15500,0.01000
7215.00000,-2.00000,2.15500,0.01000
7231.00000,-2.00000,2.16500,0.01000
7247.00000,-2.00000,2.18500,0.01000
7265.00000,-2.00000,2.21500,0.01000
7282.00000,-2.00000,2.21500,0.01000
7299.00000,-2.00000,2.21500,0.01000
7314.00000,-2.00000,2.21500,0.01000
7332.00000,-2.00000,2.24500,0.01000
7348.00000,-2.00000,2.26500,0.01000
7365.00000,-2.00000,2.30500,0.01000
7381.00000,-2.00000,2.33500,0.01000
7397.00000,-2.00000,2.38500,0.01000
7413.00000,-2.00000,2.40500,0.01000
7431.00000,-2.00000,2.40500,0.01000
7448.00000,-2.00000,2.40500,0.01000
7465.00000,-2.00000,2.40500,0.01000
7481.00000,-2.00000,2.40500,0.01000
7498.00000,-2.00000,2.40500,0.01000
7514.00000,-2.00000,2.40500,0.01000
7531.00000,-2.00000,2.40500,0.01000
7548.00000,-2.00000,2.40500,0.01000
7565.00000,-2.00000,2.40500,0.01000
7581.00000,-2.00000,2.40500,0.01000
7598.00000,-2.00000,2.40500,0.01000
7614.00000,-2.00000,2.40500,0.01000
7631.00000,-2.00000,2.40500,0.01000
7648.00000,-2.00000,2.40500,0.01000
7665.00000,-2.00000,2.40500,0.01000
7680.00000,-2.00000,2.40500,0.01000
7698.00000,-2.00000,2.40500,0.01000
7714.00000,-2.00000,2.40500,0.01000
7731.00000,-2.00000,2.40500,0.01000
7747.00000,-2.00000,2.40500,0.01000
7764.00000,-2.00000,2.40500,0.01000
7795.00000,2.00000,2.40500,0.01000
7803.00000,2.00000,2.40500,0.01000
7813.00000,2.00000,2.40500,0.01000
7832.00000,2.00000,2.40500,0.01000
7849.00000,2.00000,2.40500,0.01000
7865.00000,2.00000,2.40500,0.01000
7882.00000,2.00000,2.40500,0.01000
7898.00000,2.00000,2.40500,0.01000
7915.00000,2.00000,2.40500,0.01000
7931.00000,2.00000,2.40500,0.01000
7949.00000,2.00000,2.40500,0.01000
7965.00000,2.00000,2.40500,0.01000
7982.00000,2.00000,2.40500,0.01000
7998.00000,2.00000,2.40500,0.01000
8015.00000,2.00000,2.40500,0.01000
8032.00000,2.00000,2.40500,0.01000
8049.00000,2.00000,2.40500,0.01000
8064.00000,2.00000,2.40500,0.01000
8082.00000,2.00000,2.39500,0.01000
8099.00000,2.00000,2.37500,0.01000
8115.00000,2.00000,2.31500,0.01000
8131.00000,2.00000,2.21500,0.01000
8148.00000,2.00000,2.10500,0.01000
8165.00000,2.00000,1.97500,0.01000
8181.00000,2.00000,1.83500,0.01000
8198.00000,2.00000,1.70500,0.01000
8215.00000,2.00000,1.60500,0.01000
8231.00000,2.00000,1.51500,0.01000
8248.00000,2.00000,1.43500,0.01000
8264.00000,2.00000,1.33500,0.01000
8282.00000,2.00000,1.22500,0.01000
8298.00000,2.00000,1.11500,0.01000
8315.00000,2.00000,0.98500,0.01000
8332.00000,2.00000,0.78500,0.01000
8348.00000,2.00000,0.61500,0.01000
8365.00000,2.00000,0.48500,0.01000
8381.00000,2.00000,0.35500,0.01000
8398.00000,2.00000,0.26500,0.01000
8415.00000,2.00000,0.18500,0.01000
8432.00000,2.00000,0.15500,0.01000
8449.00000,2.00000,0.14500,0.01000
8465.00000,2.00000,0.14500,0.01000
8482.00000,2.00000,0.14500,0.01000
8498.00000,2.00000,0.13500,0.01000
8515.00000,2.00000,0.08500,0.01000
8532.00000,2.00000,0.01500,0.01000
8549.00000,2.00000,-0.08500,0.01000
8565.00000,2.00000,-0.23500,0.01000
8582.00000,2.00000,-0.40500,0.01000
8598.00000,2.00000,-0.55500,0.01000
8616.00000,2.00000,-0.67500,0.01000
8632.00000,2.00000,-0.77500,0.01000
8649.00000,2.00000,-0.87500,0.01000
8665.00000,2.00000,-0.95500,0.01000
8682.00000,2.00000,-1.01500,0.01000
8698.00000,2.00000,-1.08500,0.01000
8715.00000,2.00000,-1.17500,0.01000
8732.00000,2.00000,-1.26500,0.01000
8749.00000,2.00000,-1.38500,0.01000
8765.00000,2.00000,-1.52500,0.01000
8782.00000,2.00000,-1.67500,0.01000
8799.00000,2.00000,-1.83500,0.01000
8815.00000,2.00000,-1.96500,0.01000
8832.00000,2.00000,-2.08500,0.01000
8848.00000,2.00000,-2.25500,0.01000
8865.00000,2.00000,-2.39500,0.01000
8882.00000,2.00000,-2.49500,0.01000
8899.00000,2.00000,-2.52500,0.01000
8915.00000,2.00000,-2.52500,0.01000
8933.00000,2.00000,-2.52500,0.01000
8949.00000,2.00000,-2.52500,0.01000
8966.00000,2.00000,-2.52500,0.01000
8981.00000,2.00000,-2.52500,0.01000
8999.00000,2.00000,-2.52500,0.01000
9016.00000,2.00000,-2.52500,0.01000
9032.00000,2.00000,-2.52500,0.01000
9050.00000,2.00000,-2.52500,0.01000
9066.00000,2.00000,-2.52500,0.01000
